Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return,Avg Trade Volume,Delta Return,
GBF,none,113.2,none,none,none,none,none,none,8.12%,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,iShares,112.85M,none,none,none,none,none,none,none,none,none,"1,956",112.5,113.91,1.25,-31.33,1798539.26,32.59,
GBG,1.01,1.01,3.04,0.41,"2,853,600","4,144,840",-63.00%,-60.55%,480.76M,476.00M,474.07M,N/A,N/A,2-Jan-98,0.9,-0.11,-0.11,0.37,0.01,1.14,N/A,2.95,164.67M,19.86M,-47.71M,-28.97%,0.93%,31-Dec,30-Sep-11,0.13%,-11.56%,0.46,52.21,6.23M,12.43M,N/A,12.76M,4.7,"840,948",0.94,0.911,-3.09,-31.33,1608039.11,28.25,
GBG.TO,1.03,1.07,3.04,N/A,"1,259,720","1,721,520",-61.37%,-58.92%,508.25M,475.00M,474.07M,N/A,N/A,N/A,0.94,N/A,N/A,0.39,0.01,1.12,N/A,2.89,172.47M,20.80M,-49.97M,-28.97%,0.93%,31-Dec,30-Sep-11,0.13%,-11.56%,0.46,52.21,6.52M,N/A,N/A,N/A,N/A,"440,419",0.94,0.95,1.06,-31.33,617968.75,32.4,
GBHL.OB,N/A,0.02,N/A,-1.52,N/A,N/A,N/A,none,482.34K,24.12M,8.78M,N/A,N/A,N/A,-0.01,0,0,0,0,N/A,N/A,4.64,104.94K,-65.78K,-95.85K,-91.34%,-69.42%,31-Dec,30-Jun-11,-4.56%,-58.86%,0.12,266.87,11.17K,N/A,N/A,N/A,N/A,"67,000",0.0202,0.0595,194.55,-31.33,0,225.89,
GBI.TO,none,0.51,none,none,none,none,none,none,N/A,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"41,900",0.51,0.51,0,-31.33,21369,31.33,
GBK.V,0.14,0.17,0.32,N/A,"156,595","171,812",-19.05%,-16.60%,34.64M,209.95M,184.83M,N/A,N/A,N/A,0.19,N/A,N/A,N/A,0,0.84,N/A,N/A,N/A,-5.32M,-2.55M,N/A,N/A,30-Apr,31-Jul-11,-6.66%,-6.73%,8.91,N/A,813.74K,N/A,N/A,N/A,N/A,"84,500",0.24,0.23,-4.17,-31.33,161480.24,27.17,
GBKVF.PK,0.14,0.16,0.34,N/A,"74,544","108,629",-23.81%,-21.36%,33.59M,209.95M,184.83M,N/A,N/A,N/A,0.18,-0.01,-0.01,N/A,0,0.86,N/A,N/A,N/A,-5.07M,-2.44M,N/A,N/A,30-Apr,31-Jul-11,-6.66%,-6.73%,8.91,N/A,776.96K,N/A,N/A,N/A,N/A,500,0.237,0.232,-2.11,-31.33,106716.55,29.22,
GBL,35.81,40.09,52.98,1.52,"23,009","19,657",-8.03%,-5.58%,1.06B,26.49M,4.66M,0.16,0.40%,N/A,15.25,2.71,2.71,12.63,19.51,2.68,14.79,3.2,337.58M,117.01M,72.90M,21.60%,34.42%,31-Dec,30-Sep-11,9.54%,16.23%,5.7,59.72,516.81M,247.86K,5.00%,276.09K,11.3,"6,253",46.12,43.49,-5.7,-31.33,686064.35,25.63,
GBLHF.PK,0.05,0.07,0.14,N/A,"18,534","2,143",-50.00%,-47.55%,17.51M,265.26M,252.31M,N/A,N/A,N/A,0.05,-0.01,-0.01,N/A,0.01,1.23,N/A,N/A,N/A,N/A,-3.11M,N/A,N/A,28-Feb,31-Aug-11,-7.74%,-25.98%,2.98,22.81,3.00M,N/A,N/A,N/A,N/A,"1,000",0.078,0.061,-21.79,-31.33,39,9.54,
GBLI,15.5,16.4,27.29,0.97,"36,722","25,886",-15.03%,-12.58%,499.25M,30.44M,11.58M,N/A,N/A,6-Jul-10,28.84,0.18,0.18,12.69,3.06,0.58,91.11,1.32,384.67M,14.87M,5.71M,1.48%,2.77%,31-Dec,30-Sep-11,0.30%,0.64%,3.21,11.75,93.28M,458.69K,N/A,505.09K,15.1,"16,478",18.67,19.83,6.21,-31.33,1077565.82,37.55,
GBN.V,0.25,0.28,0.75,N/A,"162,795","190,725",-41.67%,-39.22%,79.72M,284.72M,238.36M,N/A,N/A,N/A,0.24,N/A,N/A,0.07,0.01,1.12,N/A,3.94,19.16M,3.57M,-5.65M,-29.47%,-4.64%,30-Apr,31-Jul-11,-0.79%,-10.12%,0.37,5.8,2.39M,N/A,N/A,N/A,N/A,"208,450",0.27,0.25,-7.41,-31.33,74320.54,23.92,
GBNK,1,1.37,1.62,1.04,"59,269","47,714",7.03%,9.48%,142.20M,103.79M,71.45M,N/A,N/A,N/A,1.61,-0.74,-0.74,0.91,0.9,0.9,N/A,3.2,47.01M,N/A,-38.32M,-36.28%,-6.29%,31-Dec,30-Sep-11,-0.94%,-9.61%,N/A,N/A,93.50M,92.84K,0.20%,94.67K,2.8,"8,834",1.44,1.47,2.08,-31.33,35639.81,33.42,
GBOE.PK,N/A,0.04,N/A,N/A,N/A,N/A,N/A,none,470.78K,13.45M,13.45M,N/A,N/A,N/A,-0.32,-0.63,-0.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3.54M,N/A,N/A,30-Sep,30-Jun-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,564,0.02,0.0055,-72.5,-31.33,3.31,-41.17,
GBR,1.73,2.02,9.97,1.21,"5,919","11,286",-59.76%,-57.31%,3.93M,1.95M,928.64K,N/A,N/A,29-Oct-03,9.44,0.11,0.11,2.09,0,0.21,17.72,0.96,4.07M,360.00K,222.00K,5.45%,-3.66%,31-Dec,30-Sep-11,-0.39%,1.22%,0.5,7.56,2.00K,22.15K,2.20%,21.18K,5.5,200,1.94,2.11,8.76,-31.33,10274.73,40.1,
GBR.V,none,0.07,none,none,none,none,none,none,N/A,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"9,666",0.06,0.065,8.33,-31.33,2202.5,39.67,
GBRC.PK,0.01,0,0.66,N/A,"46,994",143,-95.65%,-93.20%,37.66K,75.32M,38.49M,N/A,N/A,N/A,-0.03,-0.12,-0.12,0.02,0,N/A,N/A,0.03,1.09M,-7.10M,-8.21M,N/A,-699.63%,31-Dec,30-Sep-10,-193.53%,N/A,0.07,N/A,75.13K,N/A,N/A,N/A,N/A,"17,000",0.0005,0.0001,-80,-31.33,3.51,-48.67,
GBRIF.PK,0.24,0.25,0.72,N/A,"30,631","37,129",-47.92%,-45.47%,71.81M,284.72M,238.36M,N/A,N/A,N/A,0.23,-0.02,-0.02,0.06,0.01,1.21,N/A,4.25,18.30M,3.41M,-5.39M,-29.47%,-4.64%,30-Apr,31-Jul-11,-0.79%,-10.12%,0.37,5.8,2.28M,N/A,N/A,N/A,N/A,"81,000",0.2855,0.226,-20.84,-31.33,8124.25,10.49,
GBRRF.PK,4.74,6.59,9.04,N/A,"17,897","7,186",-13.63%,-11.18%,2.50B,379.55M,156.63M,N/A,N/A,N/A,1.53,-0.04,-0.04,N/A,0.4,4.32,N/A,N/A,N/A,-16.16M,-15.86M,N/A,N/A,31-Dec,30-Sep-11,-1.67%,-2.66%,10.08,N/A,153.04M,N/A,N/A,N/A,N/A,"4,400",7.3114,5.9199,-19.03,-31.33,40197.49,12.3,
GBTR.OB,N/A,0.2,N/A,-7.45,N/A,N/A,N/A,none,19.04M,95.18M,26.38M,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,343.33,55.42K,N/A,-21.15K,-38.16%,-98.08%,31-Dec,30-Jun-11,-353.11%,N/A,0.09,N/A,1.33K,N/A,N/A,N/A,N/A,"25,950",0.2,0.2,0,-31.33,1952.4,31.33,
GBU.TO,4.99,6.82,8.65,N/A,"569,916","411,412",-11.54%,-9.09%,2.59B,379.55M,156.63M,N/A,N/A,N/A,1.61,N/A,N/A,N/A,0.42,4.27,N/A,N/A,N/A,-16.92M,-16.61M,N/A,N/A,31-Dec,30-Sep-11,-1.67%,-2.66%,10.08,N/A,160.29M,N/A,N/A,N/A,N/A,"239,221",7.46,6.28,-15.82,-31.33,4529680.21,15.51,
GBX,10.38,18.09,30.38,3.79,"545,728","516,757",-1.74%,0.71%,455.61M,25.19M,22.61M,N/A,N/A,N/A,14.36,0.24,0.24,51.59,1.99,1.29,75.38,0.37,1.24B,97.50M,6.47M,0.52%,4.76%,31-Aug,31-Aug-11,3.12%,2.49%,1.48,138.2,50.22M,2.57M,13.10%,2.29M,4.6,"105,611",22.01,24.28,10.31,-31.33,7902895.06,41.65,
GC.TO,6.89,8.5,9.03,N/A,"160,453","78,800",16.12%,18.57%,706.53M,83.12M,76.81M,N/A,N/A,10-Jun-05,5.05,N/A,N/A,4.64,1.38,1.69,N/A,1.84,385.00M,131.80M,-21.30M,-5.53%,19.22%,31-Dec,30-Jun-11,4.69%,-4.87%,2.16,93.93,114.30M,N/A,N/A,N/A,N/A,"6,090",8.84,8.38,-5.2,-31.33,158982.12,26.13,
GCA,2.07,3.98,4.33,1.12,"514,648","1,297,610",66.53%,68.98%,257.99M,64.82M,52.97M,N/A,N/A,N/A,2.37,0.07,0.07,8.44,0.59,1.68,60.3,0.47,544.14M,49.93M,4.33M,0.80%,6.20%,31-Dec,30-Sep-11,4.71%,2.93%,0.84,116.57,38.35M,2.20M,3.40%,2.24M,7.1,"149,534",4.31,4.45,3.25,-31.33,2012634.76,34.58,
GCAP,4.8,5.94,10.23,N/A,"112,088","64,600",N/A,none,203.21M,34.21M,3.92M,0.2,3.20%,N/A,4.99,1.17,1.17,6.85,10.85,1.2,5.08,1.07,191.05M,N/A,75.81M,39.68%,23.55%,31-Dec,30-Sep-11,16.84%,81.58%,1.51,6.13,371.22M,1.06M,16.50%,1.28M,6.7,"144,398",6.5,6.7,3.08,-31.33,227046.2,34.41,
GCC,none,30.45,none,none,none,none,none,none,-7.92%,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,GreenHaven,627.50M,none,none,none,none,none,none,none,none,none,"63,656",31.08,29.97,-3.57,-31.33,7184987.82,27.76,
