Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return
isec,0.6,0.64,1.25,0.56,"2,000","2,000",-43.10%,-23.70%,2.48M,3.88M,1.10M,none,none,none,2.39,-1.45,-0.28,4.68,1.4,0.27,none,0.14,18.7M,-6.73M,-5.82M,-31.10%,-40.30%,31-Dec,none,-31.60%,-48.20%,2.67,0,5.44M,"1,000",0.10%,"1,000",0.33,"3,000",0.6,0.95,58.33%,5.11%
isee.ob,0.1,0.11,1.5,2.88,20.5K,11.0K,-87.90%,-83.70%,2.97M,27.0M,25.4M,none,none,none,0.2,-0.5,0,0.83,0.07,0.55,none,0.13,21.8M,-12.0M,-13.7M,-63.10%,-63.10%,31-Dec,none,-57.97%,-142.47%,0.95,0.12,1.93M,13.0K,0.10%,25.0K,0.12,110.0K,0.11,0.09,-18.18%,5.11%
isfc,10.75,18.3,18.9,-0.32,"2,682",0,57.40%,111.10%,36.1M,1.97M,1.50M,0.2,1.09%,none,13.6,0.68,0.21,9.14,3.53,1.35,26.99,2,15.8M,none,1.18M,7.40%,36.80%,30-Sep,none,0.56%,4.47%,none,none,6.98M,0,none,0,none,"3,000",18.3,18.29,-0.05%,5.11%
ish,5.938,6.75,10,-0.09,"1,909","2,000",-7.70%,23.80%,41.1M,6.08M,1.40M,0.25,3.70%,none,19.35,-10.29,-0.03,55.45,3.55,0.35,none,0.12,327.8M,-28.2M,-62.6M,-19.20%,-19.50%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,6.75,6.3,-6.67%,5.11%
ishp,0.43,0.86,26.625,none,"2,727","3,000",-96.10%,-94.80%,151.7M,176.4M,128.8M,none,none,none,0.58,-0.72,-0.23,0.45,0.24,1.49,none,1.91,78.5M,-89.2M,-125.2M,none,-97.80%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,1,0.99,-1.00%,5.11%
isig,4.5,6.45,9.75,1.91,20.1K,42.0K,-9.50%,21.40%,67.7M,10.5M,7.60M,none,none,none,0.26,-0.03,-0.05,1.65,0.18,24.89,none,3.9,17.8M,-238.0K,-312.0K,-1.80%,-1.90%,31-Dec,none,-5.59%,-10.99%,1.83,0.22,1.91M,0,none,0,none,18.0K,6.73,7.32,8.77%,5.11%
isil,13.563,32.75,47.625,none,1.89M,3.20M,-29.90%,-6.10%,3.46B,105.5M,60.7M,none,none,none,9.88,0.39,-0.03,5.38,5.91,3.31,84.84,6.09,576.3M,-15.5M,42.3M,7.30%,-10.30%,29-Dec,none,none,none,none,none,none,none,none,none,none,none,34.38,33.41,-2.82%,5.11%
isip,7.875,20.76,22.3,0.64,675.8K,1.02M,94.20%,160.50%,977.5M,47.1M,27.8M,none,none,none,2,-1.84,-0.29,0.96,4.53,10.4,none,21.57,39.5M,-44.8M,-74.9M,none,none,31-Dec,none,-36.64%,-170.55%,6.04,1.11,213.2M,3.06M,11.00%,3.38M,3.24,946.0K,21.99,22.75,3.46%,5.11%
isko,3.906,7.93,9,-0.44,"1,864","2,000",103.00%,172.30%,44.9M,5.66M,2.70M,none,none,none,7.71,0.49,0.12,9.81,0.9,1.03,16.28,0.81,56.8M,6.04M,2.82M,5.00%,6.80%,27-Jul,none,none,none,none,none,none,none,none,none,none,none,7.87,8.4,6.73%,5.11%
isle,6.4,9.07,12.125,0.63,90.0K,71.0K,-14.10%,15.20%,277.9M,30.6M,19.3M,none,none,none,5.98,0.66,0.2,33.01,3.12,1.52,13.85,0.28,1.01B,208.9M,20.4M,2.00%,13.60%,29-Apr,none,none,none,none,none,none,none,none,none,none,none,9.25,12.97,40.22%,5.11%
isnq.ob,0.01,0.027,1.406,none,115.0K,266.0K,-97.80%,-97.10%,1.02M,37.8M,28.4M,none,none,none,-0.11,-0.51,-0.04,0.02,0,none,none,1.25,620.0K,-4.95M,-12.8M,none,none,31-May,none,-1032.50%,none,0.04,none,30.0K,none,none,none,none,none,0.028,0.024,-14.29%,5.11%
isns,1.47,3.25,5.344,1,"1,318","2,000",-38.10%,-17.00%,10.2M,3.15M,1.40M,none,none,none,1.26,-0.14,-0.02,2.01,0.33,2.58,none,1.62,6.38M,-459.0K,-440.0K,-5.90%,-7.20%,31-Dec,none,-6.91%,-10.53%,2.79,0,1.04M,0,none,"3,000",none,"1,000",3.01,2.55,-15.28%,5.11%
isol.ob,0.531,0.75,1.016,2.14,"1,500","1,000",-11.10%,19.20%,2.36M,3.15M,1.50M,none,none,none,0.32,0.09,0.02,0.86,0.06,2.37,8.15,0.87,2.80M,624.0K,302.0K,10.80%,10.70%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,0.75,0.65,-13.33%,5.11%
ison,0.61,1.02,2.875,1.72,30.1K,32.0K,-32.00%,-8.80%,9.50M,9.31M,2.40M,none,none,none,0.39,-0.59,-0.07,0.85,0.07,2.61,none,1.2,7.39M,-3.32M,-5.07M,-58.80%,-49.10%,30-Apr,none,-64.35%,-125.56%,2.21,0,660.0K,125.0K,5.20%,117.0K,10.42,12.0K,,1.17,0,5.11%
isp,5.375,8.05,11.25,0.54,19.0K,15.0K,31.40%,76.30%,527.1M,65.5M,14.4M,none,none,none,9.42,1.06,-0.03,11.95,5.61,0.85,7.59,0.67,784.9M,103.7M,70.8M,9.00%,11.00%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,,8.3,0,5.11%
ispd.ob,0.02,0.025,3.438,-0.52,"3,091","2,000",-98.50%,-97.90%,276.0K,11.0M,4.20M,none,none,none,0.41,-1.89,-0.77,0.58,0.06,0.06,none,0.04,6.32M,-18.9M,-20.4M,none,none,30-Sep,none,-97.32%,-126.30%,1.31,0,612.0K,286.0K,6.80%,301.0K,2.27,126.0K,,,0,5.11%
isph,5.875,11.7,31.75,none,61.8K,30.0K,-40.40%,-20.00%,301.0M,25.7M,12.9M,none,none,none,2.49,-0.88,-0.23,0.25,2.67,4.71,none,46.71,5.87M,-21.7M,-20.2M,none,none,31-Dec,none,-29.41%,-40.29%,8.02,0.02,68.8M,224.0K,1.70%,246.0K,4,56.0K,11.63,11.3,-2.84%,5.11%
isre.ob,0.188,0.95,1.2,none,25.4K,21.0K,153.30%,239.70%,18.7M,19.7M,8.70M,none,none,none,-0.47,-0.47,-0.09,0.01,0,none,none,156.15,110.0K,-3.52M,-8.54M,none,none,31-Dec,none,-830.87%,none,0.01,none,42.0K,none,none,none,none,none,0.95,0.96,1.05%,5.11%
isrg,3,9.2,14.78,none,163.7K,299.0K,-27.80%,-3.20%,330.2M,35.9M,17.9M,none,none,none,2.29,-0.49,-0.13,1.3,1.78,4.03,none,7.06,46.4M,-21.6M,-17.4M,-37.60%,-46.70%,31-Dec,none,-16.39%,-19.71%,5.29,0.04,64.3M,515.0K,2.90%,533.0K,3.99,129.0K,8.76,9.56,9.13%,5.11%
isrl,3.26,3.5,7.5,0.09,"1,000","1,000",-36.40%,-14.70%,9.24M,2.64M,1.20M,none,none,none,9.96,-0.37,0.2,2.01,5.16,0.35,none,1.74,5.35M,-3.19M,-975.0K,-18.20%,-67.20%,31-Dec,none,-3.25%,-3.57%,8.24,0,13.6M,0,none,"2,000",none,"1,000",3.5,3.8,8.57%,5.11%
issc,4.75,8.26,18,none,56.6K,45.0K,-52.10%,-35.80%,106.5M,12.9M,8.20M,none,none,none,4.5,0.57,0.13,2.6,3.17,1.84,14.52,3.18,34.4M,11.1M,7.53M,21.90%,29.00%,30-Sep,none,none,none,none,none,none,none,none,none,none,none,8,5.4,-32.50%,5.11%
issg.ob,2.5,5,6.19,1.85,"3,318","1,000",-11.10%,19.20%,18.7M,3.74M,1.90M,none,none,none,0.45,-0.89,-0.06,2.49,0.08,11.08,none,2,9.26M,-2.85M,-3.36M,-36.30%,-34.90%,29-Dec,none,none,none,none,none,none,none,none,none,none,none,,4,0,5.11%
issi,6.4,10.39,23,2.48,328.8K,338.0K,-20.10%,7.20%,275.1M,26.5M,25.5M,none,none,none,8.1,0,-0.93,5.63,4.64,1.28,"10,390.00",1.84,152.0M,-38.8M,1.11M,-0.40%,-25.50%,30-Sep,none,-0.21%,0.49%,7.79,0,122.9M,843.0K,3.30%,663.0K,3.08,274.0K,11,11.62,5.64%,5.11%
isss.ob,0.03,0.03,0.344,2.07,18.6K,64.0K,-88.70%,-84.90%,588.0K,19.6M,12.5M,none,none,none,0.14,-0.07,-0.01,0.39,0,0.21,none,0.08,7.12M,-227.0K,-1.20M,-16.90%,-13.40%,30-Sep,none,-15.56%,-38.89%,0.61,0.88,"7,000","2,000",0.00%,"1,000",0.07,29.0K,0.03,0.02,-33.33%,5.11%
issx,8.35,26.45,102.938,3.55,1.63M,2.93M,-69.90%,-59.70%,1.26B,47.7M,21.0M,none,none,none,9.21,0.03,-0.13,4.95,3.06,2.87,826.56,5.34,225.3M,9.18M,1.15M,0.50%,-4.50%,31-Dec,none,0.33%,0.40%,3.3,0,146.2M,2.16M,10.30%,1.94M,1.98,1.09M,27.03,32.41,19.90%,5.11%
ist,0.7,0.84,4.25,1.6,42.0K,79.0K,-78.70%,-71.40%,100.9M,120.2M,25.9M,none,none,none,5.91,-1.15,-0.57,38.52,1.89,0.14,none,0.02,4.62B,183.0M,-138.0M,-3.00%,-0.10%,31-Dec,none,-2.37%,-16.04%,1.32,3.29,240.0M,99.0K,0.40%,109.0K,1.98,50.0K,,1.25,0,5.11%
ista,1.55,2.34,14.125,none,22.2K,79.0K,-78.70%,-71.50%,36.5M,15.6M,10.5M,none,none,none,0.98,-1.35,-0.33,none,1.06,2.4,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2.75,4.68,70.18%,5.11%
istc.ob,0.1,0.12,0.5,1.47,91,0,-40.00%,-19.50%,402.0K,3.35M,1.20M,none,none,none,0.33,-0.01,-0.02,0.25,0.11,0.37,none,0.48,831.0K,59.0K,-25.0K,-3.00%,-8.20%,30-Sep,none,-1.83%,-1.98%,14.53,0,367.0K,none,none,none,none,none,0.12,0.16,33.33%,5.11%
istm.ob,0.001,0.001,0.313,none,"8,500","1,000",-99.50%,-99.30%,"6,000",6.36M,3.50M,none,none,none,0.37,-1.09,-0.16,0.22,none,0,none,0,1.35M,-5.19M,-6.52M,none,none,31-Dec,none,-125.39%,-275.73%,0.4,0.18,none,none,none,none,none,none,,,0,5.11%
istn,4.32,5.25,7,0.41,"2,909","6,000",-10.60%,19.80%,20.8M,3.97M,1.80M,none,none,none,5.39,0.56,0.15,13.76,4.87,0.97,9.36,0.38,60.7M,519.0K,2.47M,4.10%,-0.10%,31-Oct,none,3.02%,11.67%,2.71,0,19.3M,0,none,"7,000",none,"2,000",5.25,5,-4.76%,5.11%
isum.ob,0.04,0.06,1.063,1.44,"7,636","5,000",-93.10%,-90.80%,2.53M,42.2M,19.0M,none,none,none,-0.23,-1.07,-0.01,0.01,none,none,none,7.44,253.0K,-21.8M,-24.8M,none,none,31-Dec,none,-334.95%,none,0.02,none,none,none,none,none,none,none,0.06,0.045,-25.00%,5.11%
isv,0.9,1.12,8.438,1.03,21.2K,24.0K,-83.40%,-77.70%,27.9M,24.9M,22.0M,none,none,none,0.58,-0.1,-0.09,0.17,0.58,1.91,none,6.4,4.51M,-2.48M,-1.90M,-42.10%,-63.00%,31-Dec,none,-9.61%,-10.49%,11.39,0,14.5M,0,none,0,none,22.0K,1.19,1.17,-1.68%,5.11%
iswi,0.594,5.21,5.4,0.64,36.5K,34.0K,363.10%,521.10%,45.9M,8.80M,4.40M,none,none,none,0.42,0.2,0.08,0.4,0.48,12.49,26.31,13.12,3.65M,1.84M,1.83M,50.20%,45.60%,30-Sep,none,53.02%,63.46%,6.07,0,4.23M,16.0K,0.40%,"5,000",0.36,44.0K,5.25,6.95,32.38%,5.11%
isyh.ob,0.2,1.5,5,-4.96,227,0,-62.50%,-49.70%,5.63M,3.75M,1.40M,none,none,none,1.35,0,-0.01,none,none,1.11,none,none,0,none,0,none,none,31-Aug,none,0.00%,0.00%,none,0,none,none,none,none,none,none,1.5,0.6,-60.00%,5.11%
isys,12.813,20.25,24.5,0.85,17.1K,"8,000",23.20%,65.20%,192.2M,9.49M,7.00M,none,none,none,8.94,0.37,0.1,4.11,7.03,2.26,54.73,4.93,42.5M,3.79M,3.78M,8.90%,6.00%,30-Sep,none,4.23%,4.59%,10.81,0.01,66.7M,210.0K,3.00%,220.0K,23.33,"9,000",20.07,21,4.63%,5.11%
it,5.656,9.09,11.17,0.85,185.1K,177.0K,-8.50%,22.70%,781.1M,85.9M,68.0M,none,none,none,-0.06,-0.01,-0.08,11.23,0.46,none,none,0.81,952.0M,103.1M,-220.0K,0%,4.80%,30-Sep,none,none,none,none,none,none,none,none,none,none,none,9.84,9.95,1.12%,5.11%
ita,5.66,6.74,18.188,0.89,"6,909","6,000",-60.40%,-46.80%,34.2M,5.07M,2.30M,none,none,none,8.72,-4.74,-1.77,0.21,0.03,0.77,none,31.95,1.30M,-178.0K,-27.9M,none,-13.70%,31-Jan,none,-21.06%,-28.60%,none,0,167.0K,11.0K,0.50%,10.0K,2.75,"4,000",6.76,7,3.55%,5.11%
itac.ob,0.12,0.43,2.406,none,24.5K,42.0K,-80.30%,-73.60%,8.75M,20.3M,16.1M,none,none,none,0.1,-0.25,-0.05,0.01,0.11,4.16,none,33.01,257.0K,-4.61M,-4.95M,none,none,31-Dec,none,-157.48%,-302.86%,5.99,0,2.15M,none,none,none,none,none,0.4,0.21,-47.50%,5.11%
itat.ob,0.08,0.091,0.219,-0.32,91,0,-51.60%,-35.10%,722.0K,7.94M,1.40M,none,none,none,0.27,-0.05,0.02,0.88,0.01,0.34,none,0.1,7.02M,466.0K,-367.0K,-5.20%,-0.10%,31-Dec,none,-4.79%,-14.63%,1,2.17,86.0K,none,none,none,none,none,0.091,0.05,-45.05%,5.11%
itc,1,1.12,1.5,0.2,591,"1,000",-18.50%,9.20%,5.31M,4.74M,1.60M,none,none,none,1.68,0.06,0.01,2.23,1.11,0.67,18.07,0.5,10.1M,761.0K,288.0K,2.80%,4.80%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,1.12,1.11,-0.89%,5.11%
itcc.ob,0.01,0.04,0.563,0.6,"1,318",0,-92.90%,-90.50%,159.0K,3.96M,1.40M,none,none,none,-0.83,-1.04,-0.18,0.69,0.05,none,none,0.06,2.75M,-2.01M,-4.13M,none,none,31-Dec,none,-63.02%,none,0.24,none,185.0K,0,none,0,none,"5,000",,,0,5.11%
itcd,0.6,0.65,11.438,1.99,243.0K,470.0K,-92.40%,-89.80%,40.5M,62.4M,33.1M,none,none,none,0.21,-3.32,-1.92,6.59,0.92,3.16,none,0.1,409.4M,-37.8M,-206.8M,-50.10%,-37.10%,31-Dec,none,-20.51%,-152.38%,1.11,10.45,57.1M,2.88M,8.70%,2.52M,12.57,229.0K,0.7,0.9,28.57%,5.11%
iteb.ob,0.001,0.001,12.37,none,0,0,-100.00%,-100.00%,"6,000",6.10M,1.10M,none,none,none,0.01,0,0.01,0.01,0.01,0.07,0.25,0.08,317.0K,115.0K,111.0K,35.00%,35.60%,30-Jun,none,111.89%,none,1.58,0.89,31.0K,none,none,none,none,none,,,0,5.11%
itec.ob,0.02,0.028,0.375,2.57,439.0K,990.0K,-83.70%,-78.20%,4.85M,173.2M,171.4M,none,none,none,-0.1,-0.07,-0.02,0.03,0,none,none,1.07,3.45M,-7.45M,-9.91M,none,none,30-Jun,none,-506.14%,none,0.02,none,35.0K,0,none,259.0K,none,18.6M,0.029,0.034,17.24%,5.11%
itex.ob,0.11,0.11,0.65,-0.85,"8,227","4,000",-72.50%,-63.10%,1.78M,16.2M,13.3M,none,none,none,0.09,-0.11,-0.05,0.59,0.01,1.29,none,0.19,10.1M,-3.25M,-1.70M,-16.90%,-37.60%,31-Jul,none,-23.73%,-67.35%,0.73,0.88,182.0K,0,none,"8,000",none,168.0K,0.11,0.09,-18.18%,5.11%
itg,30.063,64.41,65.8,0.67,216.9K,256.0K,75.60%,135.40%,2.06B,32.0M,26.6M,none,none,none,8.71,2.2,0.49,11,6.25,7.39,29.32,5.86,353.5M,123.2M,70.6M,20.00%,34.80%,31-Dec,none,19.93%,30.23%,none,0,200.1M,934.0K,3.50%,566.0K,3.94,237.0K,63.45,57.5,-9.38%,5.11%
itgb.ob,0.1,0.25,0.51,-1.41,773,0,66.70%,123.50%,2.87M,11.5M,8.10M,none,none,none,-0.37,-0.25,0.05,0.49,0.12,none,none,0.51,4.92M,-1.86M,-2.40M,-48.80%,-48.80%,30-Jun,none,-5.19%,none,1.12,0.05,1.36M,0,none,0,none,0,,,0,5.11%
itgi.ob,0.58,0.78,1.61,none,19.8K,11.0K,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.75,0.85,13.33%,5.11%
itgr,2.375,7.07,8.8,0.81,23.9K,41.0K,98.40%,166.10%,39.8M,5.62M,2.10M,none,none,none,3.16,0.57,0.1,10.93,0.87,2.24,12.36,0.65,68.8M,12.5M,3.58M,5.40%,8.30%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,7.5,7.1118,-5.18%,5.11%
itic,11,15.85,17.44,0.49,"1,818","3,000",44.10%,93.20%,40.6M,2.56M,1.80M,0.12,0.76%,none,16.1,1.77,0.61,21.12,2.14,0.98,8.94,0.75,55.0M,none,4.63M,8.40%,11.90%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,15.85,14.5,-8.52%,5.11%
itig,0.65,0.85,3.125,1.11,23.9K,18.0K,-57.50%,-43.00%,14.1M,16.6M,8.80M,none,none,none,2.44,-0.08,0.01,6.87,0.09,0.35,none,0.12,114.2M,2.84M,-1.29M,-1.10%,-0.60%,31-Dec,none,-1.85%,-2.96%,1.9,0.19,1.52M,466.0K,5.30%,476.0K,25.89,18.0K,0.85,0.92,8.24%,5.11%
itii.ob,0.125,0.15,0.906,3.63,30.8K,25.0K,-83.40%,-77.80%,5.44M,36.2M,16.0M,none,none,none,0.3,-0.26,-0.03,0.07,0.01,0.5,none,2.02,2.55M,-4.25M,-8.63M,none,none,31-Dec,none,-39.89%,-66.69%,0.24,0.29,537.0K,none,none,none,none,none,0.17,0.14,-17.65%,5.11%
itkg.ob,0.297,0.65,1.688,1.03,54.6K,44.0K,-55.80%,-40.70%,18.3M,28.1M,24.2M,none,none,none,-0.01,-0.15,-0.07,0,0,none,none,"1,148.33",15.0K,-3.96M,-4.00M,none,none,30-Jun,none,-116.22%,-212.27%,0.12,0,70.0K,none,none,none,none,none,0.69,1.11,60.87%,5.11%
itla,14.313,18.69,20.5,0.14,12.1K,"2,000",28.90%,72.90%,114.8M,6.14M,6.00M,none,none,none,21.75,2.66,0.69,18.36,15.98,0.86,7.03,1.02,129.4M,none,18.7M,14.50%,none,31-Dec,none,1.36%,14.11%,none,none,none,none,none,none,none,none,18.4,18.9,2.72%,5.11%
itmn,12.5,43.67,50.5,none,353.9K,368.0K,-12.90%,16.80%,1.23B,28.3M,21.1M,none,none,none,7.09,-2.08,-0.56,1.2,6.03,6.16,none,36.41,29.1M,-47.3M,-50.5M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,43,46.7,8.60%,5.11%
itmuf.ob,0.001,0.001,0.594,0.58,584.2K,306.0K,-99.80%,-99.70%,464.0K,463.9M,320.1M,none,none,none,0.26,-0.14,-0.02,0.03,0.06,0,none,0.04,5.82M,-11.1M,-29.6M,none,none,31-Dec,none,-37.86%,-42.78%,1.95,0.07,22.6M,0,none,22.0K,none,0,0.002,0.0016,-20.00%,5.11%
itn,6.01,8.95,14.49,1.2,199.9K,92.0K,-19.60%,7.90%,237.0M,26.5M,25.4M,none,none,none,4.86,0.7,0.07,15.41,2.09,1.84,12.71,0.58,439.3M,41.4M,20.1M,4.60%,8.00%,30-Jun,none,9.86%,16.43%,2.98,0,55.3M,340.0K,1.30%,525.0K,0.95,358.0K,9.21,9.15,-0.65%,5.11%
itnte.ob,0.25,0.25,47.65,none,114.1K,0,-98.80%,-98.30%,60.0K,238.0K,200.0K,none,none,none,-10.63,-4.66,-0.15,0.56,none,none,none,0.45,131.0K,-770.0K,-1.14M,none,none,30-Jun,none,-594.66%,none,0.01,none,none,none,none,none,none,none,0.25,0.2,-20.00%,5.11%
itoo.ob,0.11,0.12,0.77,14.59,53.9K,46.0K,-76.00%,-67.80%,3.72M,31.0M,7.40M,none,none,none,-0.01,-0.05,-0.02,none,0,none,none,none,0,-1.52M,-1.53M,none,none,31-Mar,none,-362.94%,-1175.38%,0.23,none,35.0K,none,none,none,none,none,0.14,,0,5.11%
itp,7,9.99,15.6,0.95,66.0K,13.0K,-4.30%,28.30%,281.8M,28.2M,27.1M,none,none,none,10.96,0.51,-0.1,21.64,none,0.91,19.63,0.46,617.5M,48.0M,14.7M,2.40%,1.70%,31-Dec,none,1.74%,4.78%,1.06,1.29,none,47.0K,0.20%,58.0K,0.87,54.0K,9.64,8.43,-12.55%,5.11%
itra,0.5,0.66,8.25,4.97,102.1K,68.0K,-91.30%,-88.40%,19.6M,29.7M,16.0M,none,none,none,-0.19,-2.62,-0.7,2.75,0.21,none,none,0.24,76.7M,-35.9M,-72.7M,-79.70%,-72.60%,28-Feb,none,-67.29%,-311.07%,0.68,none,6.13M,548.0K,3.40%,520.0K,4.85,113.0K,0.67,0.85,26.87%,5.11%
itri,3.141,28.06,28.99,0.24,277.8K,527.0K,410.20%,584.20%,439.7M,15.7M,5.50M,none,none,none,4.07,0.63,0.21,11.89,1.83,6.89,44.75,2.36,209.2M,22.6M,10.8M,5.20%,10.10%,31-Dec,none,6.21%,18.87%,2.43,1.02,28.7M,2.25M,41.00%,2.23M,10.79,209.0K,29,28.25,-2.59%,5.11%
itro.ob,0.08,0.165,0.531,none,161.7K,161.0K,-59.40%,-45.50%,12.9M,78.2M,54.7M,none,none,none,-0.02,-0.06,-0.01,0.02,0,none,none,9.38,1.33M,-3.20M,-4.19M,none,none,31-Dec,none,-86.00%,none,0.62,none,53.0K,none,none,none,none,none,0.165,0.14,-15.15%,5.11%
itru,0.66,1.25,11,none,334.9K,145.0K,-87.50%,-83.20%,117.6M,94.1M,69.6M,none,none,none,1.72,-1.22,-0.18,0.1,1.26,0.73,none,12.1,9.44M,-101.0M,-111.8M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,1.18,1.12,-5.08%,5.11%
itsi.ob,0.26,0.4,1.95,1.07,"9,500","1,000",-29.00%,-4.70%,5.18M,12.9M,3.40M,none,none,none,0.41,0.01,-0.04,1.24,0.31,0.97,30.77,0.32,15.9M,-47.0K,75.0K,0.50%,-1.10%,30-Apr,none,0.77%,1.41%,2.43,0,4.03M,22.0K,0.60%,14.0K,1.05,21.0K,0.4,0.45,12.50%,5.11%
itt,29.75,48.09,51.24,0.71,421.7K,474.0K,55.80%,108.90%,4.23B,87.9M,72.1M,0.6,1.25%,none,13.76,3.11,0.75,52.1,1.35,3.49,15.47,0.92,4.71B,510.0M,281.0M,6.00%,10.60%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,49.02,49.04,0.04%,5.11%
itvrf.ob,0.06,0.065,1.297,-0.3,"6,864","2,000",-93.40%,-91.10%,1.02M,15.7M,5.30M,none,none,none,0.29,-0.35,-0.31,0.15,0,0.23,none,0.43,1.71M,-3.30M,-3.91M,none,none,31-Dec,none,-44.48%,-74.15%,0.6,0.01,38.0K,none,none,none,none,none,0.06,0.045,-25.00%,5.11%
itw,49.15,57.2,71.99,0.94,959.0K,804.0K,1.50%,36.10%,17.4B,304.5M,219.3M,0.88,1.54%,none,19.34,2.67,0.65,32.15,0.75,2.96,21.43,1.78,9.83B,1.46B,816.1M,8.30%,13.50%,31-Dec,none,8.36%,14.65%,1.71,0.33,229.3M,6.65M,3.00%,6.17M,9.24,720.0K,57.8,61.35,6.14%,5.11%
itwo,2.98,4.56,91.75,3.23,11.3M,10.9M,-94.70%,-92.90%,1.92B,420.4M,256.4M,none,none,none,3.44,-19.03,-13.25,2.85,1.82,1.33,none,1.6,1.17B,-4.96B,-7.89B,none,none,31-Dec,none,-104.50%,-118.05%,2.01,0.28,765.4M,10.0M,3.90%,8.51M,1.05,9.56M,5,5.74,14.80%,5.11%
itwr.ob,0.4,0.55,131.25,3.59,"2,136","2,000",-99.50%,-99.40%,323.0K,587.0K,252.0K,none,none,none,-24.98,-104.3,-21,77.71,12.69,none,none,0.01,45.1M,-53.7M,-60.7M,none,none,31-Dec,none,-140.49%,-442.92%,1.12,none,7.45M,10.0K,4.00%,10.0K,2.5,"4,000",0.65,0.35,-46.15%,5.11%
itx,3.4,3.49,7.87,1.15,61.1K,99.0K,-21.40%,5.50%,76.7M,22.0M,9.70M,none,none,none,11.64,-0.61,-0.05,90.15,0.65,0.3,none,0.04,1.46B,82.7M,-13.1M,-0.60%,4.20%,29-Dec,none,none,none,none,none,none,none,none,none,none,none,3.57,1.1,-69.19%,5.11%
itxc,2.25,4.21,14.688,0.08,191.0K,279.0K,-59.20%,-45.30%,189.3M,45.0M,23.4M,none,none,none,4.58,-4.75,-0.45,3.33,3.79,0.92,none,1.26,149.0M,-159.2M,-213.0M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,4.18,7.58,81.34%,5.11%
itxi,0.93,1.3,16.375,none,78.3K,229.0K,-90.70%,-87.50%,55.6M,42.7M,18.4M,none,none,none,3.25,-0.66,-0.16,0.87,2.92,0.4,none,1.5,36.9M,-24.3M,-28.1M,-76.20%,-95.60%,31-Dec,none,-16.96%,-18.68%,12.03,0.03,124.7M,"6,000",0.00%,"6,000",0.21,28.0K,1.42,1.5,5.63%,5.11%
ity,18.125,25.11,26.56,-0.31,11.8K,"6,000",28.80%,72.70%,6.54B,260.4M,257.8M,none,none,none,-6.79,2.12,1.13,29.7,2.61,none,11.84,0.84,7.71B,898.9M,549.8M,6.30%,10.90%,23-Sep,none,none,none,none,none,none,none,none,none,none,none,25.5,24.01,-5.84%,5.11%
iubc,13.333,16.4,18.75,0.14,"2,182","3,000",14.80%,54.00%,101.5M,6.19M,4.60M,0.66,4.02%,none,13.63,1.75,0.46,14.17,7.06,1.2,9.39,1.16,87.5M,none,10.8M,12.30%,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,16.3,16.5,1.23%,5.11%
iufn.ob,1,3.25,6.5,none,364,0,116.70%,190.60%,6.17M,1.90M,600.0K,none,none,none,1.21,0,-0.24,none,0.01,2.69,none,none,0,none,0,none,none,31-Mar,none,0.00%,0.00%,0.43,0.14,"9,000",none,none,none,none,none,3.25,2.1,-35.38%,5.11%
iusa,2,4.8,6.83,1,140.0K,299.0K,32.40%,77.60%,242.7M,50.6M,20.7M,none,none,none,1.87,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,5.2,5.6,7.69%,5.11%
ivac,1.85,3.5,6.125,0.62,"6,636","2,000",-22.20%,4.30%,41.8M,11.9M,4.10M,none,none,none,0.81,-1.6,-0.45,3.18,2.07,4.31,none,1.1,37.8M,-10.4M,-19.0M,-50.30%,-40.10%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,,2.85,0,5.11%
