"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","Delta Return"
"AXP","46.59","56.03","57.65","0.92","4,413,440","5,365,580","-1.04%","8.77%","68.07B","1.21B","1.21B","0.60","1.10%","11-May-00","8.614","2.87","2.87","20.134","5.596","6.50","19.55","2.75","24.72B","N/A","3.46B","14.54%","27.46%","31-Dec","30-Jun-06","2.21%","25.07%","1.887","4.889","6.80B","13.49M","1.10%","15.14M","3.9","6,461,100","55.18","57.81","4.77","3.50","1.26"
"AXP.TO","none","15.00","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0.23","none","none","none","none","-13.0%","N/A","0","0","none","none","none","none","none","none","none","none","none","70,031","15.24","16.55","8.60","3.50","5.09"
"AXR","23.22","48.80","65.00","0.92","51,453.8","43,787.5","99.18%","8.77%","324.28M","6.65M","1.68M","N/A","N/A","02-Dec-86","19.434","5.50","5.50","25.98","14.323","2.52","8.88","1.89","172.44M","55.75M","36.50M","21.16%","29.66%","30-Apr","31-Jul-06","14.90%","29.40%","7.509","0.034","95.18M","204.80K","11.90%","338.85K","10.3","47,400","56.19","71.60","27.42","3.50","23.92"
"AXRX.OB","N/A","2.90","N/A","-5.75","N/A","N/A","N/A","N/A","24.57M","8.47M","699.09K","N/A","N/A","N/A","0.002","-0.00","-0.00","0.618","0.017","1,450.00","N/A","4.69","5.24M","-24.61K","-25.37K","-0.48%","-1.11%","31-Dec","30-Jun-06","-7.30%","-82.14%","0.947","4.218","148.14K","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AXS","25.20","34.58","35.21","1.41","432,168","404,075","23.50%","8.77%","5.26B","152.06M","146.72M","0.60","1.70%","N/A","25.489","1.15","1.15","19.91","10.624","1.38","30.20","1.83","2.91B","233.84M","184.00M","7.12%","7.88%","Financial","Property & Casualty Insurance","1.25%","5.93%","2.028","0.131","1.62B","1.00M","0.70%","995.13K","3","303,600","34.26","32.85","-4.12","3.50","-7.62"
"AXSI.OB","0.77","1.01","1.47","2","2,607.69","1,575","-8.18%","8.77%","28.49M","28.21M","9.31M","N/A","N/A","02-Apr-98","-0.11","-0.23","-0.23","0.052","0.043","N/A","N/A","19.78","1.44M","-3.40M","-6.44M","-220.17%","-237.73%","31-Dec","30-Jun-06","-121.76%","N/A","1.104","N/A","1.22M","0","N/A","0","0","0","","","0.00","3.50","-3.50"
"AXTI","1.21","3.92","4.59","2.4","68,933.8","65,637.5","168.49%","8.77%","90.65M","23.13M","21.43M","N/A","N/A","N/A","2.175","-0.35","-0.35","1.422","0.746","1.81","N/A","2.78","32.70M","-5.87M","-8.20M","-24.14%","-29.83%","31-Dec","30-Jun-06","-7.79%","-14.25%","4.714","0.138","17.25M","199.71K","0.90%","197.74K","3.4","235,731","4.30","4.67","8.60","3.50","5.10"
"AXVC.OB","2.03","2.55","5.00","-5.81","23,930.8","23,437.5","-36.25%","8.77%","88.11M","34.55M","15.00M","N/A","N/A","N/A","-0.078","-0.96","-0.96","N/A","0.001","N/A","N/A","N/A","N/A","-12.82M","-16.57M","N/A","N/A","30-June","31-Mar-06","-295.24%","N/A","0.063","N/A","22.85K","N/A","N/A","N/A","N/A","20,595","2.60","2.25","-13.46","3.50","-16.96"
"AXX.TO","none","2.87","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","none","none","none","none","N/A","N/A","0","0","none","none","none","none","none","none","none","none","none","65,162","2.85","3.17","11.23","3.50","7.73"
"AXYS","13.89","16.76","19.80","0.91","22,716.9","11,825","-14.05%","8.77%","178.11M","10.63M","8.07M","N/A","N/A","01-Jul-04","11.771","0.91","0.91","15.083","0.176","1.42","18.42","1.21","147.47M","20.75M","9.15M","6.22%","10.77%","31-Dec","01-Jul-06","6.60%","10.06%","2.295","N/A","1.87M","215.42K","2.50%","178.58K","11.7","12,438","17.15","17.34","1.11","3.50","-2.39"
"AXYX","0.79","0.86","1.45","2.33","98,410.8","70,412.5","-23.89%","8.77%","46.16M","53.68M","41.29M","N/A","N/A","08-Mar-99","0.951","-0.34","-0.34","N/A","0.945","0.91","N/A","N/A","N/A","-20.17M","-18.20M","N/A","N/A","31-Dec","30-Jun-06","-19.56%","-30.53%","11.487","N/A","50.73M","138.94K","0.30%","113.47K","1.9","39,200","0.90","0.00","-100.00","3.50","-103.50"
"AYE","26.40","40.67","42.50","0.97","915,505","728,388","31.83%","8.77%","6.69B","164.59M","164.16M","N/A","N/A","19-Nov-93","11.43","1.09","1.09","19.234","1.247","3.52","37.31","2.11","3.14B","906.75M","193.03M","5.84%","19.60%","31-Dec","30-Jun-06","4.49%","10.89%","0.849","2.085","205.27M","3.16M","1.90%","3.07M","4.7","905,300","40.24","43.03","6.93","3.50","3.43"
"AYI","26.75","45.83","46.16","2.61","398,388","234,600","57.17%","8.77%","2.01B","43.80M","43.45M","0.60","1.30%","N/A","11.961","2.03","2.03","52.484","1.634","3.85","22.53","0.87","2.32B","227.56M","93.00M","4.02%","7.57%","31-Aug","31-May-06","8.35%","17.86%","1.842","0.707","71.57M","2.47M","5.70%","2.34M","8.3","334,000","45.67","49.54","8.47","3.50","4.97"
